run_id,defect_id,reviewer_count,reviewer_ids,representative_fault_type,representative_position,representative_page_hint,representative_description
costed_cbr_split_soft_n10_005,h:88b6904f05a00bcc,2,reviewer_1_cbr;reviewer_6_cbr,M,3.4.1,p. 9,'Reject_Order': A signal is missing for not confirming orders.
costed_cbr_split_soft_n10_005,h:ca063bbdd8d583d6,2,reviewer_4_cbr;reviewer_8_cbr,M,4.1,p. 9,'Order': A signal is missing for not confirming orders.
costed_cbr_split_soft_n10_005,h:057d870b9e8114d3,1,reviewer_5_cbr,M,3.3.2,p. 4,'AlarmReset': A corresponding acknowledgment signal is missing.
costed_cbr_split_soft_n10_005,h:08ca99e1aa67d31a,1,reviewer_2_cbr,W,3.2.1,p. 2,'Order': The parameter type for address is inconsistent.
costed_cbr_split_soft_n10_005,h:0cec3b915563c6bd,1,reviewer_5_cbr,M,3.3.2,p. 4,'Taxi': A corresponding acknowledgment signal is missing.
costed_cbr_split_soft_n10_005,h:0d14e115ef1df93d,1,reviewer_10_cbr,M,Table 1,p. 7,'Order_Reject': A signal is missing for rejecting orders.
costed_cbr_split_soft_n10_005,h:15f0e84b612a30c3,1,reviewer_7_cbr,W,Table 1,p. 6,'Order': The signal has wrong parameter types in Table 1.
costed_cbr_split_soft_n10_005,h:169699e1a36b730b,1,reviewer_8_cbr,W,4.1,p. 9,'Ack': The signal sequence is incorrect in the MSC.
costed_cbr_split_soft_n10_005,h:1b153ac05334ab1f,1,reviewer_6_cbr,M,3.4.1,p. 9,'Order': The signal has wrong parameter types in the MSC.
costed_cbr_split_soft_n10_005,h:24f0a04cadd09b2a,1,reviewer_2_cbr,M,3.4.1,p. 9,'Order': A signal is missing for confirming orders.
costed_cbr_split_soft_n10_005,h:287d395181d2a387,1,reviewer_2_cbr,M,3.2.1,p. 2,'Cancel_Order': A signal is missing for canceling orders.
costed_cbr_split_soft_n10_005,h:2d599eff657bbca1,1,reviewer_3_cbr,M,3.2.2,p. 3,'LoginSignal': A signal is missing for failed login attempts.
costed_cbr_split_soft_n10_005,h:2d71e88e6348444c,1,reviewer_1_cbr,M,3.2.1,p. 2,'Order(Order_struct)': The signal has wrong parameter types in Table 1.
costed_cbr_split_soft_n10_005,h:34dff2a126fc14d4,1,reviewer_8_cbr,W,4.2,p. 10,'Start_Voice': The signal sequence is incorrect in the MSC.
costed_cbr_split_soft_n10_005,h:3d53f480409d20cb,1,reviewer_8_cbr,W,4.1,p. 9,'Meter_On': The signal is not acknowledged in the MSC.
costed_cbr_split_soft_n10_005,h:4d5df0759ee79b95,1,reviewer_8_cbr,M,4.2,p. 10,'Stop_Voice': A signal is missing for terminating voice communication.
costed_cbr_split_soft_n10_005,h:5213fe75a0e916a5,1,reviewer_5_cbr,M,3.3.2,p. 4,'Stop_Voice': A corresponding acknowledgment signal is missing.
costed_cbr_split_soft_n10_005,h:5adb876a782717e6,1,reviewer_5_cbr,M,3.3.2,p. 4,'Allocate_car': A corresponding acknowledgment signal is missing.
costed_cbr_split_soft_n10_005,h:5d89eb31e049214f,1,reviewer_2_cbr,M,3.2.1,p. 2,'Reject_Order': A signal is missing for not confirming orders.
