run_id,defect_id,reviewer_count,reviewer_ids,representative_fault_type,representative_position,representative_page_hint,representative_description
costed_cbr_split_soft_n10_008,h:5d89eb31e049214f,2,reviewer_2_cbr;reviewer_3_cbr,M,3.2.1,p. 2,'Reject_Order': A signal is missing for not confirming orders.
costed_cbr_split_soft_n10_008,h:88b6904f05a00bcc,2,reviewer_1_cbr;reviewer_6_cbr,M,3.4.1,p. 9,'Reject_Order': A signal is missing for not confirming orders.
costed_cbr_split_soft_n10_008,h:002b64e58270d550,1,reviewer_10_cbr,M,Table 1,p. 7,'Start_Voice': A parameter type mismatch is present in the signal definition.
costed_cbr_split_soft_n10_008,h:057d870b9e8114d3,1,reviewer_5_cbr,M,3.3.2,p. 4,'AlarmReset': A corresponding acknowledgment signal is missing.
costed_cbr_split_soft_n10_008,h:0855227e8d0b6b51,1,reviewer_3_cbr,M,3.2.1,p. 2,'Meter_Off': Missing acknowledgment for stopping the meter.
costed_cbr_split_soft_n10_008,h:0d14e115ef1df93d,1,reviewer_10_cbr,M,Table 1,p. 7,'Order_Reject': A signal is missing for rejecting orders.
costed_cbr_split_soft_n10_008,h:0e28f9edc55bd0d4,1,reviewer_1_cbr,M,3.2,p. 3,'Order': A signal is missing from the interface description.
costed_cbr_split_soft_n10_008,h:0f949739cb30d412,1,reviewer_4_cbr,M,4.1,p. 9,'Order': The signal is missing from the MSC for order rejection.
costed_cbr_split_soft_n10_008,h:13ac2412bcf23645,1,reviewer_7_cbr,W,Table 1,p. 6,'Confirm_Voice': The signal parameters in Table 1 are inconsistent with the MSC usage.
costed_cbr_split_soft_n10_008,h:15f0e84b612a30c3,1,reviewer_1_cbr,W,Table 1,p. 6,'Order': The signal has wrong parameter types in Table 1.
costed_cbr_split_soft_n10_008,h:169699e1a36b730b,1,reviewer_8_cbr,W,4.1,p. 9,'Ack': The signal sequence is incorrect in the MSC.
costed_cbr_split_soft_n10_008,h:16b87b0ee7d375b3,1,reviewer_9_cbr,M,4.2,p. 10,'Voice_Msg': No timeout specification is provided for the voice communication.
costed_cbr_split_soft_n10_008,h:176e471c0bea156c,1,reviewer_8_cbr,W,Table 1,p. 6,'Order': The parameter types do not match the definition in Table 1.
costed_cbr_split_soft_n10_008,h:228e39b4b21223ec,1,reviewer_7_cbr,W,Table 1,p. 6,'Order': The parameter types in Table 1 do not match the definition in section 3.1.
costed_cbr_split_soft_n10_008,h:26f6c77dd38d0d7e,1,reviewer_6_cbr,M,3.4.1,p. 9,'Order': A corresponding acknowledgment signal is missing.
costed_cbr_split_soft_n10_008,h:2769f70d18840128,1,reviewer_7_cbr,M,3.4.2,p. 5,'Ack': A corresponding acknowledgment signal is missing for the 'Order' signal.
costed_cbr_split_soft_n10_008,h:2f6aeec600ff2e9f,1,reviewer_4_cbr,M,3.3.1,p. 4,'OrderOper': A corresponding reject signal is missing.
costed_cbr_split_soft_n10_008,h:34cb8e9636b99f08,1,reviewer_10_cbr,M,Table 1,p. 7,'Terminate_Voice': A parameter type mismatch is present in the signal definition.
costed_cbr_split_soft_n10_008,h:44c137c4eff3bc58,1,reviewer_3_cbr,M,3.2.1,p. 2,'Order': A signal is missing for acknowledging orders.
