run_id,defect_id,reviewer_count,reviewer_ids,representative_fault_type,representative_position,representative_page_hint,representative_description
costed_ubr_split_soft_n10_002,h:033a81d18df1202a,1,reviewer_8_ubr,M,4.1,p. 9,'Reject_Order': A signal is missing for not confirming orders.
costed_ubr_split_soft_n10_002,h:04dbcabad865d5b4,1,reviewer_7_ubr,M,3.4.1,p. 4,'Terminate_Voice': Missing acknowledgment for terminating voice communication.
costed_ubr_split_soft_n10_002,h:13c4d62c3418e30c,1,reviewer_3_ubr,M,3.2.2,p. 3,'Order': The signal has wrong parameter types in Table 1.
costed_ubr_split_soft_n10_002,h:14e1ccf4dbd4e2cc,1,reviewer_2_ubr,M,3.2.1,p. 3,'Reject_Order': A signal is missing for the central to notify the taxi about rejected orders.
costed_ubr_split_soft_n10_002,h:15f0e84b612a30c3,1,reviewer_7_ubr,W,Table 1,p. 6,'Order': The signal has wrong parameter types in Table 1.
costed_ubr_split_soft_n10_002,h:210865ace890a46d,1,reviewer_3_ubr,W,3.2.2,p. 3,'Start_Voice': The parameter types do not match the use case description.
costed_ubr_split_soft_n10_002,h:22cb4dc3b7de620c,1,reviewer_2_ubr,M,3.4.1,p. 5,'Confirm': A signal is missing for confirming order acceptance from the central to the taxi.
costed_ubr_split_soft_n10_002,h:28f873440931b595,1,reviewer_4_ubr,M,3.3.1,p. 4,'Allocate_car': A signal is missing for confirming car allocation.
costed_ubr_split_soft_n10_002,h:30ade959c2b2e632,1,reviewer_9_ubr,M,4.2,p. 10,'Start_Voice': No timeout is specified for the voice communication initiation.
costed_ubr_split_soft_n10_002,h:3f0df23ad3047a6c,1,reviewer_3_ubr,M,3.4.1,p. 5,'Confirm_Voice': A signal is missing for confirming voice communication.
costed_ubr_split_soft_n10_002,h:477ab0e330bb81d0,1,reviewer_1_ubr,M,3.4.1,p. 5,'Reject_Order': A signal is missing for not confirming orders.
costed_ubr_split_soft_n10_002,h:4d704014af9db399,1,reviewer_6_ubr,M,3.4.1,p. 6,'Order': The signal has wrong parameter types in Table 1.
costed_ubr_split_soft_n10_002,h:4d86049c44d50bb7,1,reviewer_7_ubr,M,3.4.2,p. 5,'Order_Cancel': A signal is missing for canceling an order after acceptance.
costed_ubr_split_soft_n10_002,h:4e3e0a8cde75ad4f,1,reviewer_10_ubr,M,3.4.2,p. 5,'Terminate_Voice': The signal is missing a parameter for operator number in Table 1.
costed_ubr_split_soft_n10_002,h:4e4e6e6b31f9aa87,1,reviewer_10_ubr,M,3.4.1,p. 5,'Confirm': The signal is missing a confirmation for order acceptance.
costed_ubr_split_soft_n10_002,h:500c026273252c96,1,reviewer_10_ubr,M,Table 1,p. 7,'Order': The signal is missing a parameter for order number in Table 1.
costed_ubr_split_soft_n10_002,h:51ad00cfba0cc538,1,reviewer_6_ubr,M,3.4.1,p. 6,'Reject_Order': A signal is missing for not confirming orders.
costed_ubr_split_soft_n10_002,h:539ddb86bbd8d14a,1,reviewer_7_ubr,M,3.4.2,p. 5,'Order_Reject': A signal is missing for rejecting an order.
costed_ubr_split_soft_n10_002,h:55e83fe4c245d3c8,1,reviewer_2_ubr,M,3.4.1,p. 5,'Order_Cancel': A signal is missing for notifying the central when an order is canceled by the taxi.
costed_ubr_split_soft_n10_002,h:5ced6b32fa3e0a14,1,reviewer_1_ubr,M,3.1.12,p. 6,'Position': Missing signal for notifying position changes.
costed_ubr_split_soft_n10_002,h:649f0e4ab33040db,1,reviewer_8_ubr,M,4.1,p. 9,'Confirm': Missing acknowledgment handling for order confirmation.
costed_ubr_split_soft_n10_002,h:729c69526c94da64,1,reviewer_3_ubr,M,3.2.2,p. 3,'Reject_Order': A signal is missing for not confirming orders.
costed_ubr_split_soft_n10_002,h:8438f663ed62ca32,1,reviewer_1_ubr,M,3.4.1,p. 5,'Order': The signal has wrong parameter types in Table 1.
costed_ubr_split_soft_n10_002,h:91bc1f854ee4187a,1,reviewer_1_ubr,M,3.2.1,p. 3,'OrderOper': Missing acknowledgment signal for order submission.
costed_ubr_split_soft_n10_002,h:9c5a6abd822817c9,1,reviewer_2_ubr,M,3.2.1,p. 3,'Order': A signal is missing for confirming orders from the taxi to the central.
costed_ubr_split_soft_n10_002,h:9fd30d53fbd090a6,1,reviewer_1_ubr,W,3.1,p. 2,'Order_struct': The address field is incorrectly defined as an integer.
costed_ubr_split_soft_n10_002,h:b391a9c451131d07,1,reviewer_6_ubr,M,3.4.1,p. 6,'Order_Cancel': A signal is missing for canceling an order.
costed_ubr_split_soft_n10_002,h:ba9e33878a4889c9,1,reviewer_5_ubr,M,3.3.2,p. 5,'Confirm': Missing confirmation signal for order submission from the operator.
costed_ubr_split_soft_n10_002,h:bb8a66ad78aeae56,1,reviewer_10_ubr,M,Table 1,p. 7,'Order_Reject': A signal is missing for acknowledging rejected orders.
costed_ubr_split_soft_n10_002,h:c02f4454d3216462,1,reviewer_5_ubr,M,3.3.2,p. 5,'Order_Reject': Missing acknowledgment handling for rejected orders.
costed_ubr_split_soft_n10_002,h:d1df4f7d1dde1324,1,reviewer_8_ubr,W,4.1,p. 9,'Meter_On': The signal is not correctly sequenced in the MSC.
costed_ubr_split_soft_n10_002,h:d6b93ad0210875f2,1,reviewer_3_ubr,M,3.2.2,p. 3,'LoginSignal': A signal is missing for logging out.
costed_ubr_split_soft_n10_002,h:d90e8b9d046abb42,1,reviewer_8_ubr,W,4.1,p. 9,'Order': The signal has wrong parameter types in Table 1.
costed_ubr_split_soft_n10_002,h:dae770ec8358e136,1,reviewer_7_ubr,M,3.4.2,p. 5,'Ack': A signal is missing for acknowledging the order acceptance.
costed_ubr_split_soft_n10_002,h:dcf754f431f263ab,1,reviewer_5_ubr,M,3.3.2,p. 5,'Start_Voice': Missing acknowledgment for initiating voice communication.
