run_id,defect_id,reviewer_count,reviewer_ids,representative_fault_type,representative_position,representative_page_hint,representative_description
costed_ubr_split_soft_n10_016,h:477ab0e330bb81d0,2,reviewer_1_ubr;reviewer_9_ubr,M,3.4.1,p. 5,'Reject_Order': A signal is missing for not confirming orders.
costed_ubr_split_soft_n10_016,h:010503b61391642b,1,reviewer_10_ubr,M,Table 1,p. 7,'Order_Reject': A signal is missing for the rejection of orders.
costed_ubr_split_soft_n10_016,h:07bf4b2975185a07,1,reviewer_4_ubr,M,3.3.1,p. 4,'Allocate_car': A confirmation signal for car allocation is missing.
costed_ubr_split_soft_n10_016,h:11daaa0e55d7abb9,1,reviewer_2_ubr,M,3.4.2,p. 6,'Ack': The signal is missing a confirmation mechanism for order acceptance.
costed_ubr_split_soft_n10_016,h:144c69b4562029f2,1,reviewer_2_ubr,M,3.4.1,p. 5,'Order': The signal is incorrectly defined in Table 1.
costed_ubr_split_soft_n10_016,h:15f0e84b612a30c3,1,reviewer_7_ubr,W,Table 1,p. 6,'Order': The signal has wrong parameter types in Table 1.
costed_ubr_split_soft_n10_016,h:23c299c2464050bd,1,reviewer_8_ubr,M,4.1,p. 9,'Position': Missing signal for sending the position after the taxi goes to 'Waiting for customer'.
costed_ubr_split_soft_n10_016,h:28f21c55096bc02a,1,reviewer_7_ubr,M,3.4.2,p. 5,'Ack': A signal is missing for acknowledging order acceptance from the taxi.
costed_ubr_split_soft_n10_016,h:2b8005df92aa8dae,1,reviewer_9_ubr,W,3.4.2,p. 6,'Order_Cancel': The signal has wrong parameter types.
costed_ubr_split_soft_n10_016,h:33d1a8d7b8307de2,1,reviewer_9_ubr,M,4.2,p. 10,'Terminate_Voice': Missing handling for termination before initiation.
costed_ubr_split_soft_n10_016,h:369ae82d07d2bfb4,1,reviewer_1_ubr,W,3.4.2,p. 5,'Order': The signal has wrong parameter types in Table 1.
costed_ubr_split_soft_n10_016,h:3f2938fe23b4f76c,1,reviewer_9_ubr,W,3.2.1,p. 3,'Order': The signal has inconsistent parameter definitions.
costed_ubr_split_soft_n10_016,h:4d704014af9db399,1,reviewer_6_ubr,M,3.4.1,p. 6,'Order': The signal has wrong parameter types in Table 1.
costed_ubr_split_soft_n10_016,h:4d86049c44d50bb7,1,reviewer_7_ubr,M,3.4.2,p. 5,'Order_Cancel': A signal is missing for canceling an order after acceptance.
costed_ubr_split_soft_n10_016,h:51ad00cfba0cc538,1,reviewer_6_ubr,M,3.4.1,p. 6,'Reject_Order': A signal is missing for not confirming orders.
costed_ubr_split_soft_n10_016,h:5a985ef91debdbb0,1,reviewer_4_ubr,M,3.3.1,p. 4,'Start_Voice': Missing acknowledgment signal for initiating voice communication.
costed_ubr_split_soft_n10_016,h:5ee96de61c378019,1,reviewer_8_ubr,M,4.1,p. 9,'Order': A signal is missing for confirming the order after it is sent to the central.
costed_ubr_split_soft_n10_016,h:615b21702843cdb6,1,reviewer_3_ubr,W,3.2.2,p. 3,'LoginOk': The signal description is inconsistent with the expected behavior.
costed_ubr_split_soft_n10_016,h:708f0686b57b423b,1,reviewer_5_ubr,M,3.3.2,p. 5,'Order': Missing acknowledgment for order confirmation.
costed_ubr_split_soft_n10_016,h:73c82939c142e38d,1,reviewer_7_ubr,M,3.4.2,p. 5,'Not_Avail': A signal is missing for indicating a taxi is not available for orders.
costed_ubr_split_soft_n10_016,h:7537c91a989b6554,1,reviewer_5_ubr,M,3.3.2,p. 5,'Text_Message': The signal does not specify acknowledgment handling.
costed_ubr_split_soft_n10_016,h:7996a7d66c378ca6,1,reviewer_8_ubr,M,4.2,p. 10,'Start_Voice': The signal is missing a timeout handling for voice communication initiation.
costed_ubr_split_soft_n10_016,h:8ae65f7f538c18bc,1,reviewer_5_ubr,M,3.3.2,p. 5,'Order_Cancel': Missing acknowledgment for order cancellation.
costed_ubr_split_soft_n10_016,h:9187b34457f1aaa6,1,reviewer_2_ubr,M,3.4.2,p. 6,'Order_Reject': The signal is missing a definition for the rejection reason.
costed_ubr_split_soft_n10_016,h:92f67b551db7d385,1,reviewer_2_ubr,M,3.2.1,p. 3,'Order': The signal definition is missing a parameter for order number.
costed_ubr_split_soft_n10_016,h:99c8e066291cbe40,1,reviewer_4_ubr,M,3.3.1,p. 4,'Terminate_Voice': Missing confirmation signal for terminating voice communication.
costed_ubr_split_soft_n10_016,h:9c92f4a1e1272f2c,1,reviewer_6_ubr,M,3.4.1,p. 6,'Order_Cancel': A signal is missing for canceling accepted orders.
costed_ubr_split_soft_n10_016,h:9cefe6400c526d30,1,reviewer_2_ubr,M,3.2.1,p. 3,'Order_struct': The definition of the address field is inconsistent.
costed_ubr_split_soft_n10_016,h:9fb1edbd33f1ce6d,1,reviewer_10_ubr,M,Table 1,p. 7,'Order': A signal is missing for the order confirmation from the central to the taxi.
costed_ubr_split_soft_n10_016,h:ab10a9fa19a35319,1,reviewer_4_ubr,M,3.3.1,p. 4,'OrderOper': Missing acknowledgment signal for order submission.
costed_ubr_split_soft_n10_016,h:ac17ac7fba490e5f,1,reviewer_5_ubr,M,3.3.2,p. 5,'Confirm': Missing acknowledgment for order confirmation from the operator.
costed_ubr_split_soft_n10_016,h:bc166401d2e85e6c,1,reviewer_8_ubr,W,4.1,p. 9,"'Meter_On': The signal is shown before the order is acknowledged, which is inconsistent with the expected flow."
costed_ubr_split_soft_n10_016,h:be867037b50c1da7,1,reviewer_3_ubr,M,3.2.2,p. 3,'Reject_Order': A signal is missing for confirming order rejection.
