run_id,defect_id,reviewer_count,reviewer_ids,representative_fault_type,representative_position,representative_page_hint,representative_description
costed_cbr_split_soft_n10_004,h:88b6904f05a00bcc,2,reviewer_1_cbr;reviewer_6_cbr,M,3.4.1,p. 9,'Reject_Order': A signal is missing for not confirming orders.
costed_cbr_split_soft_n10_004,h:ca063bbdd8d583d6,2,reviewer_4_cbr;reviewer_8_cbr,M,4.1,p. 9,'Order': A signal is missing for not confirming orders.
costed_cbr_split_soft_n10_004,h:0211a545477c6b71,1,reviewer_6_cbr,M,3.4.1,p. 9,'Order': The signal has wrong parameter types in Table 1.
costed_cbr_split_soft_n10_004,h:0cd26a20157478f2,1,reviewer_1_cbr,W,3.2.1,p. 2,'Start_Voice': The signal parameters are inconsistent with the definition in Table 1.
costed_cbr_split_soft_n10_004,h:0d14e115ef1df93d,1,reviewer_10_cbr,M,Table 1,p. 7,'Order_Reject': A signal is missing for rejecting orders.
costed_cbr_split_soft_n10_004,h:0f267bc3261cbc04,1,reviewer_5_cbr,M,3.3.2,p. 4,'Terminate_Voice': A corresponding acknowledgment signal is missing for terminating voice communication.
costed_cbr_split_soft_n10_004,h:0ffadb8881ec6e3b,1,reviewer_3_cbr,M,3.2.2,p. 3,'Stop_Voice': A corresponding acknowledgment signal is missing.
costed_cbr_split_soft_n10_004,h:13c4d62c3418e30c,1,reviewer_3_cbr,M,3.2.2,p. 3,'Order': The signal has wrong parameter types in Table 1.
costed_cbr_split_soft_n10_004,h:15f0e84b612a30c3,1,reviewer_7_cbr,W,Table 1,p. 6,'Order': The signal has wrong parameter types in Table 1.
costed_cbr_split_soft_n10_004,h:169699e1a36b730b,1,reviewer_8_cbr,W,4.1,p. 9,'Ack': The signal sequence is incorrect in the MSC.
costed_cbr_split_soft_n10_004,h:255b68587051157f,1,reviewer_6_cbr,W,3.4.1,p. 9,'Confirm': The signal sequence is incorrect in the MSC.
costed_cbr_split_soft_n10_004,h:287d395181d2a387,1,reviewer_2_cbr,M,3.2.1,p. 2,'Cancel_Order': A signal is missing for canceling orders.
costed_cbr_split_soft_n10_004,h:2dae45c27b95f1f9,1,reviewer_3_cbr,M,3.2.2,p. 3,'Start_Voice': A corresponding acknowledgment signal is missing.
costed_cbr_split_soft_n10_004,h:321949df0d2c3dc1,1,reviewer_7_cbr,M,3.4.2,p. 5,'Order_Reject': A signal is missing for not confirming orders.
costed_cbr_split_soft_n10_004,h:396c0ec4985c4275,1,reviewer_5_cbr,M,3.3.2,p. 4,'Allocate_car': A corresponding acknowledgment signal is missing for the car allocation.
costed_cbr_split_soft_n10_004,h:42b65e12a6fc0c63,1,reviewer_5_cbr,M,3.3.2,p. 4,'AlarmReset': A corresponding acknowledgment signal is missing for resetting the alarm.
