run_id,defect_id,reviewer_count,reviewer_ids,representative_fault_type,representative_position,representative_page_hint,representative_description
costed_ubr_split_soft_n10_015,h:15f0e84b612a30c3,2,reviewer_2_ubr;reviewer_7_ubr,W,Table 1,p. 6,'Order': The signal has wrong parameter types in Table 1.
costed_ubr_split_soft_n10_015,h:014eacc20db9a2c6,1,reviewer_10_ubr,M,3.4.1,p. 5,'Confirm_Voice': The signal is missing from the MSC.
costed_ubr_split_soft_n10_015,h:0210fdf8f31c9820,1,reviewer_2_ubr,M,3.4.1,p. 5,'Order_Cancel': A signal is missing for canceling orders from the taxi to the central.
costed_ubr_split_soft_n10_015,h:033a81d18df1202a,1,reviewer_8_ubr,M,4.1,p. 9,'Reject_Order': A signal is missing for not confirming orders.
costed_ubr_split_soft_n10_015,h:0fcc3bc5413ef9d9,1,reviewer_9_ubr,W,4.2,p. 10,'Voice_Msg': The sequence of voice messages is inconsistent with the expected flow.
costed_ubr_split_soft_n10_015,h:13c4d62c3418e30c,1,reviewer_3_ubr,M,3.2.2,p. 3,'Order': The signal has wrong parameter types in Table 1.
costed_ubr_split_soft_n10_015,h:28f21c55096bc02a,1,reviewer_7_ubr,M,3.4.2,p. 5,'Ack': A signal is missing for acknowledging order acceptance from the taxi.
costed_ubr_split_soft_n10_015,h:28f873440931b595,1,reviewer_4_ubr,M,3.3.1,p. 4,'Allocate_car': A signal is missing for confirming car allocation.
costed_ubr_split_soft_n10_015,h:47240b4126cb4140,1,reviewer_5_ubr,M,3.3.2,p. 5,'Confirm': The confirmation signal for order acceptance is missing in the operator-side acknowledgment.
costed_ubr_split_soft_n10_015,h:477ab0e330bb81d0,1,reviewer_1_ubr,M,3.4.1,p. 5,'Reject_Order': A signal is missing for not confirming orders.
costed_ubr_split_soft_n10_015,h:4d704014af9db399,1,reviewer_6_ubr,M,3.4.1,p. 6,'Order': The signal has wrong parameter types in Table 1.
costed_ubr_split_soft_n10_015,h:51ad00cfba0cc538,1,reviewer_6_ubr,M,3.4.1,p. 6,'Reject_Order': A signal is missing for not confirming orders.
costed_ubr_split_soft_n10_015,h:5752a54620a5bce3,1,reviewer_4_ubr,M,3.3.1,p. 4,'Text_Message': Missing acknowledgment for sent text messages.
costed_ubr_split_soft_n10_015,h:6c8235d2942cd0ce,1,reviewer_7_ubr,M,3.4.2,p. 5,'Order_Cancel': A signal is missing for canceling orders after acceptance.
costed_ubr_split_soft_n10_015,h:729c69526c94da64,1,reviewer_3_ubr,M,3.2.2,p. 3,'Reject_Order': A signal is missing for not confirming orders.
costed_ubr_split_soft_n10_015,h:7361606c0e1d0453,1,reviewer_7_ubr,M,3.4.2,p. 5,'Order_Reject': A signal is missing for rejecting orders from the taxi.
costed_ubr_split_soft_n10_015,h:7a5d24536bd6a9ad,1,reviewer_8_ubr,W,4.1,p. 9,'Meter_On': The signal is not shown after order confirmation.
costed_ubr_split_soft_n10_015,h:7d23968fa035076b,1,reviewer_4_ubr,M,3.3.1,p. 4,'Start_Voice': Missing confirmation signal for starting voice communication.
costed_ubr_split_soft_n10_015,h:8438f663ed62ca32,1,reviewer_1_ubr,M,3.4.1,p. 5,'Order': The signal has wrong parameter types in Table 1.
costed_ubr_split_soft_n10_015,h:874afe8754eb7f27,1,reviewer_8_ubr,W,4.1,p. 9,'Ack': The order acknowledgment sequence is out of order.
costed_ubr_split_soft_n10_015,h:8b9322baa39b4627,1,reviewer_9_ubr,M,4.2,p. 10,'Start_Voice': Missing acknowledgment signal for the taxi after initiating voice communication.
costed_ubr_split_soft_n10_015,h:8dc819fad6b19699,1,reviewer_9_ubr,M,4.2,p. 10,'Terminate_Voice': Missing signal for terminating voice communication when the operator cancels.
