run_id,defect_id,reviewer_count,reviewer_ids,representative_fault_type,representative_position,representative_page_hint,representative_description
costed_cbr_split_soft_n10_010,h:88b6904f05a00bcc,2,reviewer_1_cbr;reviewer_6_cbr,M,3.4.1,p. 9,'Reject_Order': A signal is missing for not confirming orders.
costed_cbr_split_soft_n10_010,h:00fe1fe3ef384133,1,reviewer_1_cbr,W,3.2.1,p. 2,'Order': The parameter type for Order_struct is inconsistent with its definition.
costed_cbr_split_soft_n10_010,h:033a81d18df1202a,1,reviewer_8_cbr,M,4.1,p. 9,'Reject_Order': A signal is missing for not confirming orders.
costed_cbr_split_soft_n10_010,h:057d870b9e8114d3,1,reviewer_5_cbr,M,3.3.2,p. 4,'AlarmReset': A corresponding acknowledgment signal is missing.
costed_cbr_split_soft_n10_010,h:0c2e708d20c99dd1,1,reviewer_6_cbr,W,3.4.1,p. 9,'Order': The signal sequence is incorrect in the MSC.
costed_cbr_split_soft_n10_010,h:0e87beeb50999251,1,reviewer_7_cbr,W,Table 1,p. 6,'Confirm_Voice': The signal name is inconsistent between Table 1 and MSC.
costed_cbr_split_soft_n10_010,h:103fe4bf19f54645,1,reviewer_1_cbr,M,3.4.1,p. 9,'Ack': A signal is missing for acknowledging orders.
costed_cbr_split_soft_n10_010,h:13c4d62c3418e30c,1,reviewer_3_cbr,M,3.2.2,p. 3,'Order': The signal has wrong parameter types in Table 1.
costed_cbr_split_soft_n10_010,h:176e471c0bea156c,1,reviewer_7_cbr,W,Table 1,p. 6,'Order': The parameter types do not match the definition in Table 1.
costed_cbr_split_soft_n10_010,h:22b4a6ad813089d2,1,reviewer_8_cbr,W,4.2,p. 10,'Voice_Msg': The sequence of voice messages is incorrect in the MSC.
costed_cbr_split_soft_n10_010,h:2d599eff657bbca1,1,reviewer_3_cbr,M,3.2.2,p. 3,'LoginSignal': A signal is missing for failed login attempts.
costed_cbr_split_soft_n10_010,h:3021b7dc8fc6a6d5,1,reviewer_3_cbr,M,3.2.2,p. 3,'Order': A signal is missing for acknowledging orders.
costed_cbr_split_soft_n10_010,h:305bb7773b8f0821,1,reviewer_8_cbr,M,4.2,p. 10,'Stop_Voice': A signal is missing for terminating the voice communication.
costed_cbr_split_soft_n10_010,h:3cce332e0016e9a9,1,reviewer_10_cbr,M,Table 1,p. 7,'Start_Voice': A signal is missing for initiating voice communication in the MSC.
costed_cbr_split_soft_n10_010,h:3fded6c3e86dcf63,1,reviewer_2_cbr,M,3.2.1,p. 2,'Cancel_Order': A signal is missing for cancelling orders.
costed_cbr_split_soft_n10_010,h:5213fe75a0e916a5,1,reviewer_5_cbr,M,3.3.2,p. 4,'Stop_Voice': A corresponding acknowledgment signal is missing.
costed_cbr_split_soft_n10_010,h:57c862b607e9c702,1,reviewer_1_cbr,M,3.1,p. 1,'Order': Missing description of the order processing flow.
costed_cbr_split_soft_n10_010,h:5adb876a782717e6,1,reviewer_5_cbr,M,3.3.2,p. 4,'Allocate_car': A corresponding acknowledgment signal is missing.
costed_cbr_split_soft_n10_010,h:5d49e6cefe9e7075,1,reviewer_8_cbr,W,4.1,p. 9,'Order': The signal sequence is incorrect in the MSC.
costed_cbr_split_soft_n10_010,h:5d89eb31e049214f,1,reviewer_2_cbr,M,3.2.1,p. 2,'Reject_Order': A signal is missing for not confirming orders.
costed_cbr_split_soft_n10_010,h:67f79a4ff2186fbf,1,reviewer_10_cbr,M,Table 1,p. 7,'Order_Reject': A signal is missing for rejecting orders in the MSC.
costed_cbr_split_soft_n10_010,h:68b0be9ddf5cd506,1,reviewer_5_cbr,M,3.3.2,p. 4,'Terminate_Voice': A corresponding acknowledgment signal is missing.
costed_cbr_split_soft_n10_010,h:713b4b3734a6c204,1,reviewer_6_cbr,W,3.4.1,p. 9,'Confirm': The confirm signal is sent before the order is acknowledged.
costed_cbr_split_soft_n10_010,h:729c69526c94da64,1,reviewer_3_cbr,M,3.2.2,p. 3,'Reject_Order': A signal is missing for not confirming orders.
costed_cbr_split_soft_n10_010,h:73f85a293a007691,1,reviewer_2_cbr,W,3.2.1,p. 2,'Order': The signal has inconsistent parameter definitions.
