run_id,technique,n_reviewers,reviewer_id,defect_id,fault_type,position,page_hint,description_raw,description_norm,source,timestamp
costed_pbr_split_soft_n10_015,PBR_DESIGNER+PBR_TESTER+PBR_USER,10,reviewer_1_pbr_tester,h:05d21725d1b346b8,M,3.4.1,p. 5,'Reject_Order': The MSC in 3.4.1 shows Order signal but no reject/error path is defined.,reject order the msc in 3 4 1 shows order signal but no reject error path is defined,reviewer,2026-06-14T19:44:36.168949
costed_pbr_split_soft_n10_015,PBR_DESIGNER+PBR_TESTER+PBR_USER,10,reviewer_1_pbr_tester,h:4b4080d407bf4f51,M,3.1,p. 6,'Order': The requirements do not specify valid ranges for Order parameters (p. 6).,order the requirements do not specify valid ranges for order parameters p 6,reviewer,2026-06-14T19:44:36.168949
costed_pbr_split_soft_n10_015,PBR_DESIGNER+PBR_TESTER+PBR_USER,10,reviewer_1_pbr_tester,h:278e11316919f957,M,3.2.1,p. 9,'OrderOper': is missing behavior for invalid orders (p. 9).,orderoper is missing behavior for invalid orders p 9,reviewer,2026-06-14T19:44:36.168949
costed_pbr_split_soft_n10_015,PBR_DESIGNER+PBR_TESTER+PBR_USER,10,reviewer_1_pbr_tester,h:9c83d932db968277,M,3.3.1,p. 10,'Allocate_car': is missing timeout specifications for Allocate_car (p. 10).,allocate car is missing timeout specifications for allocate car p 10,reviewer,2026-06-14T19:44:36.168949
costed_pbr_split_soft_n10_015,PBR_DESIGNER+PBR_TESTER+PBR_USER,10,reviewer_2_pbr_tester,h:1c9ac9b25486d95d,M,3.2.1,p. 3,'Order': The requirement for handling rejected orders is missing (p. 3).,order the requirement for handling rejected orders is missing p 3,reviewer,2026-06-14T19:44:49.475475
costed_pbr_split_soft_n10_015,PBR_DESIGNER+PBR_TESTER+PBR_USER,10,reviewer_2_pbr_tester,h:55b751600c794a18,M,3.2.1,p. 3,'Reject_Order': The handling of rejected orders is missing in the design (p. 3).,reject order the handling of rejected orders is missing in the design p 3,reviewer,2026-06-14T19:44:49.475475
costed_pbr_split_soft_n10_015,PBR_DESIGNER+PBR_TESTER+PBR_USER,10,reviewer_2_pbr_tester,h:1a32896c7059c734,M,3.4.1,p. 5,'Confirm': Acknowledgment for order confirmation is missing in the design (p. 5).,confirm acknowledgment for order confirmation is missing in the design p 5,reviewer,2026-06-14T19:44:49.475475
costed_pbr_split_soft_n10_015,PBR_DESIGNER+PBR_TESTER+PBR_USER,10,reviewer_2_pbr_tester,h:17314a1569d12c37,M,3.4.1,p. 5,'Start_Voice': timeout is missing in the design (p. 5).,start voice timeout is missing in the design p 5,reviewer,2026-06-14T19:44:49.475475
costed_pbr_split_soft_n10_015,PBR_DESIGNER+PBR_TESTER+PBR_USER,10,reviewer_3_pbr_tester,h:e1562ed2b7472f91,M,3.2.2,p. 3,'Reject_Order': The design is missing the post-state for rejected orders (p. 3).,reject order the design is missing the post state for rejected orders p 3,reviewer,2026-06-14T19:45:00.075197
costed_pbr_split_soft_n10_015,PBR_DESIGNER+PBR_TESTER+PBR_USER,10,reviewer_3_pbr_tester,h:a93751160f139f42,M,3.2.1,p. 2,'Order': The design is missing specifications for valid ranges of Order_struct parameters (p. 2).,order the design is missing specifications for valid ranges of order struct parameters p 2,reviewer,2026-06-14T19:45:00.075197
costed_pbr_split_soft_n10_015,PBR_DESIGNER+PBR_TESTER+PBR_USER,10,reviewer_3_pbr_tester,h:6642a8dc8887d7c8,M,3.4.1,p. 5,'Start_Voice': The design is missing timeout conditions for Start_Voice (p. 5).,start voice the design is missing timeout conditions for start voice p 5,reviewer,2026-06-14T19:45:00.075197
costed_pbr_split_soft_n10_015,PBR_DESIGNER+PBR_TESTER+PBR_USER,10,reviewer_3_pbr_tester,h:b371b8a96b3eb563,M,3.4.2,p. 6,'Order_Cancel': The design does not clarify the process for Order_Cancel (p. 6).,order cancel the design does not clarify the process for order cancel p 6,reviewer,2026-06-14T19:45:00.075197
costed_pbr_split_soft_n10_015,PBR_DESIGNER+PBR_TESTER+PBR_USER,10,reviewer_4_pbr_tester,h:8a834c2ca32c0ad2,M,3.3.1,p. 5,'Allocate_car': The design is missing an acknowledgment for Allocate_car (p. 5).,allocate car the design is missing an acknowledgment for allocate car p 5,reviewer,2026-06-14T19:45:13.092293
costed_pbr_split_soft_n10_015,PBR_DESIGNER+PBR_TESTER+PBR_USER,10,reviewer_4_pbr_tester,h:1ccd0cfe18debfc2,M,3.3.1,p. 5,'OrderOper': The design is missing how rejected orders are processed (p. 5).,orderoper the design is missing how rejected orders are processed p 5,reviewer,2026-06-14T19:45:13.092293
costed_pbr_split_soft_n10_015,PBR_DESIGNER+PBR_TESTER+PBR_USER,10,reviewer_4_pbr_tester,h:35c0c840718898d9,M,3.4.1,p. 6,'Confirm': The design is missing error handling for Confirm signal (p. 6).,confirm the design is missing error handling for confirm signal p 6,reviewer,2026-06-14T19:45:13.092293
costed_pbr_split_soft_n10_015,PBR_DESIGNER+PBR_TESTER+PBR_USER,10,reviewer_4_pbr_tester,h:1d5eda262853e2b3,M,3.4.2,p. 6,'Order_Reject': The design is missing details on the Order_Reject signal handling (p. 6).,order reject the design is missing details on the order reject signal handling p 6,reviewer,2026-06-14T19:45:13.092293
costed_pbr_split_soft_n10_015,PBR_DESIGNER+PBR_TESTER+PBR_USER,10,reviewer_4_pbr_tester,h:e12541b14ec324e1,M,3.2.1,p. 4,'Order': The design is missing limits for Order parameters (p. 4).,order the design is missing limits for order parameters p 4,reviewer,2026-06-14T19:45:13.092293
costed_pbr_split_soft_n10_015,PBR_DESIGNER+PBR_TESTER+PBR_USER,10,reviewer_5_pbr_user,h:8f8c2e3d5dcc64d2,M,3.3.2,p. 4,'AlarmReset': The design is missing an acknowledgment for the 'AlarmReset' signal (p. 4).,alarmreset the design is missing an acknowledgment for the alarmreset signal p 4,reviewer,2026-06-14T19:45:25.456591
costed_pbr_split_soft_n10_015,PBR_DESIGNER+PBR_TESTER+PBR_USER,10,reviewer_5_pbr_user,h:2572e1c9d9e5aa0f,M,3.3.2,p. 4,'Start_Voice': The design does not include an acknowledgment for the 'Start_Voice' signal (p. 4).,start voice the design does not include an acknowledgment for the start voice signal p 4,reviewer,2026-06-14T19:45:25.456591
costed_pbr_split_soft_n10_015,PBR_DESIGNER+PBR_TESTER+PBR_USER,10,reviewer_5_pbr_user,h:cd611c94ada30d07,M,3.3.2,p. 4,'Terminate_Voice': The design is missing an acknowledgment for the 'Terminate_Voice' signal (p. 4).,terminate voice the design is missing an acknowledgment for the terminate voice signal p 4,reviewer,2026-06-14T19:45:25.456591
costed_pbr_split_soft_n10_015,PBR_DESIGNER+PBR_TESTER+PBR_USER,10,reviewer_5_pbr_user,h:9e897ead4ff25c8f,M,3.4.1,p. 5,'Confirm': The design is missing an acknowledgment for the 'Confirm' signal (p. 5).,confirm the design is missing an acknowledgment for the confirm signal p 5,reviewer,2026-06-14T19:45:25.456591
costed_pbr_split_soft_n10_015,PBR_DESIGNER+PBR_TESTER+PBR_USER,10,reviewer_5_pbr_user,h:0b6229a9b24cb792,M,3.4.1,p. 5,'Order': The design is missing an acknowledgment for the 'Order' signal sent to the taxi (p. 5).,order the design is missing an acknowledgment for the order signal sent to the taxi p 5,reviewer,2026-06-14T19:45:25.456591
