run_id,technique,n_reviewers,reviewer_id,defect_id,fault_type,position,page_hint,description_raw,description_norm,source,timestamp
costed_pbr_split_soft_n10_003,PBR_DESIGNER+PBR_TESTER+PBR_USER,10,reviewer_1_pbr_tester,h:9543271eb145ab6b,M,3.2.1,p. 4,'Order': The requirements state that orders can be submitted in all states except offline (p. 4).,order the requirements state that orders can be submitted in all states except offline p 4,reviewer,2026-06-14T19:14:09.808532
costed_pbr_split_soft_n10_003,PBR_DESIGNER+PBR_TESTER+PBR_USER,10,reviewer_1_pbr_tester,h:c39ff575c42dee02,M,3.1.22,p. 6,"'Reject_Order': The requirement states that if there is no available car, the order shall be rejected (p. 6).",reject order the requirement states that if there is no available car the order shall be rejected p 6,reviewer,2026-06-14T19:14:09.808532
costed_pbr_split_soft_n10_003,PBR_DESIGNER+PBR_TESTER+PBR_USER,10,reviewer_1_pbr_tester,h:04176f37fe7e1640,M,3.1.28,p. 7,"'Order': The requirement states that if an order is not accepted within a time-out limit, it shall be automatically cancelled (p. 7).",order the requirement states that if an order is not accepted within a time out limit it shall be automatically cancelled p 7,reviewer,2026-06-14T19:14:09.808532
costed_pbr_split_soft_n10_003,PBR_DESIGNER+PBR_TESTER+PBR_USER,10,reviewer_1_pbr_tester,h:da4cadfba6f121bb,M,3.4.1,p. 5,'Confirm': The design does not clarify how confirmations are handled after an order is sent (p. 5).,confirm the design does not clarify how confirmations are handled after an order is sent p 5,reviewer,2026-06-14T19:14:09.808532
costed_pbr_split_soft_n10_003,PBR_DESIGNER+PBR_TESTER+PBR_USER,10,reviewer_1_pbr_tester,h:cac92f8e6baecb01,M,3.3.1,p. 9,'Start_Voice': The design is missing how to handle failures in starting voice communication (p. 9).,start voice the design is missing how to handle failures in starting voice communication p 9,reviewer,2026-06-14T19:14:09.808532
costed_pbr_split_soft_n10_003,PBR_DESIGNER+PBR_TESTER+PBR_USER,10,reviewer_2_pbr_tester,h:3bc6ac4b310f3d8c,M,3.2.1,p. 3,'Order': The requirements state that orders can be submitted in all states except offline (p. 3).,order the requirements state that orders can be submitted in all states except offline p 3,reviewer,2026-06-14T19:14:26.601516
costed_pbr_split_soft_n10_003,PBR_DESIGNER+PBR_TESTER+PBR_USER,10,reviewer_2_pbr_tester,h:c77e2ca2c944a2b9,M,3.2.1,p. 3,'Reject_Order': The handling of rejected orders is missing in the requirements (p. 3).,reject order the handling of rejected orders is missing in the requirements p 3,reviewer,2026-06-14T19:14:26.601516
costed_pbr_split_soft_n10_003,PBR_DESIGNER+PBR_TESTER+PBR_USER,10,reviewer_2_pbr_tester,h:dec2fe7c185a1bac,M,3.4.1,p. 5,'Order': The signal definition for 'Order' is missing boundary conditions for parameters (p. 5).,order the signal definition for order is missing boundary conditions for parameters p 5,reviewer,2026-06-14T19:14:26.601516
costed_pbr_split_soft_n10_003,PBR_DESIGNER+PBR_TESTER+PBR_USER,10,reviewer_2_pbr_tester,h:4670e939766b8c36,M,3.4.2,p. 6,'Order_Cancel': The cancellation process for orders is missing in the design (p. 6).,order cancel the cancellation process for orders is missing in the design p 6,reviewer,2026-06-14T19:14:26.601516
costed_pbr_split_soft_n10_003,PBR_DESIGNER+PBR_TESTER+PBR_USER,10,reviewer_2_pbr_tester,h:e6065470e30962a0,M,Table 1,p. 7,'Order': Table 1 shows an incomplete definition for the 'Order' signal (p. 7).,order table 1 shows an incomplete definition for the order signal p 7,reviewer,2026-06-14T19:14:26.601516
costed_pbr_split_soft_n10_003,PBR_DESIGNER+PBR_TESTER+PBR_USER,10,reviewer_3_pbr_tester,h:8c77e3402fd1c394,M,3.2.2,p. 3,'Reject_Order': The MSC in 3.2.2 shows Order signal but no reject/error path is defined.,reject order the msc in 3 2 2 shows order signal but no reject error path is defined,reviewer,2026-06-14T19:14:39.400095
