run_id,technique,n_reviewers,reviewer_id,defect_id,fault_type,position,page_hint,description_raw,description_norm,source,timestamp
costed_cbr_split_soft_n10_007,CBR,10,reviewer_1_cbr,h:88b6904f05a00bcc,M,3.4.1,p. 9,'Reject_Order': A signal is missing for not confirming orders.,reject order a signal is missing for not confirming orders,reviewer,2026-06-11T22:35:48.842674
costed_cbr_split_soft_n10_007,CBR,10,reviewer_1_cbr,h:544bedd358061054,M,3.4.1,p. 9,'Order': A signal is missing for confirming orders from the central to the taxi.,order a signal is missing for confirming orders from the central to the taxi,reviewer,2026-06-11T22:35:48.842674
costed_cbr_split_soft_n10_007,CBR,10,reviewer_1_cbr,h:7eeb0070b4660d67,M,3.2.1,p. 2,'Order': The signal has wrong parameter types in Table 1.,order the signal has wrong parameter types in table 1,reviewer,2026-06-11T22:35:48.842674
costed_cbr_split_soft_n10_007,CBR,10,reviewer_1_cbr,h:1bbc34414f09559f,W,3.2.1,p. 2,'Start_Voice': The signal direction is inconsistent with the MSC.,start voice the signal direction is inconsistent with the msc,reviewer,2026-06-11T22:35:48.842674
costed_cbr_split_soft_n10_007,CBR,10,reviewer_1_cbr,h:e8f2f17043f71192,W,3.2.1,p. 2,'Ack': The signal is not consistently defined across sections.,ack the signal is not consistently defined across sections,reviewer,2026-06-11T22:35:48.842674
costed_cbr_split_soft_n10_007,CBR,10,reviewer_2_cbr,h:5d89eb31e049214f,M,3.2.1,p. 2,'Reject_Order': A signal is missing for not confirming orders.,reject order a signal is missing for not confirming orders,reviewer,2026-06-11T22:35:58.463204
costed_cbr_split_soft_n10_007,CBR,10,reviewer_2_cbr,h:5759469c4280c6b4,M,3.2.1,p. 2,'Order_Cancel': A signal is missing for cancelling accepted orders.,order cancel a signal is missing for cancelling accepted orders,reviewer,2026-06-11T22:35:58.463204
costed_cbr_split_soft_n10_007,CBR,10,reviewer_2_cbr,h:00fe1fe3ef384133,W,3.2.1,p. 2,'Order': The parameter type for 'Order_struct' is inconsistent with its definition.,order the parameter type for order struct is inconsistent with its definition,reviewer,2026-06-11T22:35:58.463204
costed_cbr_split_soft_n10_007,CBR,10,reviewer_2_cbr,h:eaae77abd38525b0,W,3.2.1,p. 2,'Order': The signal has wrong parameter types in Table 1.,order the signal has wrong parameter types in table 1,reviewer,2026-06-11T22:35:58.463204
costed_cbr_split_soft_n10_007,CBR,10,reviewer_3_cbr,h:5d89eb31e049214f,M,3.2.1,p. 2,'Reject_Order': A signal is missing for not confirming orders.,reject order a signal is missing for not confirming orders,reviewer,2026-06-11T22:36:09.726815
costed_cbr_split_soft_n10_007,CBR,10,reviewer_3_cbr,h:9fece28ef063515f,M,3.2.2,p. 3,'Order': A signal is missing for confirming orders in the user-side signals.,order a signal is missing for confirming orders in the user side signals,reviewer,2026-06-11T22:36:09.726815
costed_cbr_split_soft_n10_007,CBR,10,reviewer_3_cbr,h:13c4d62c3418e30c,M,3.2.2,p. 3,'Order': The signal has wrong parameter types in Table 1.,order the signal has wrong parameter types in table 1,reviewer,2026-06-11T22:36:09.726815
costed_cbr_split_soft_n10_007,CBR,10,reviewer_3_cbr,h:ebf44a2e99a23a7f,M,3.2.2,p. 3,'LoginSignal': Missing acknowledgment signal for login confirmation.,loginsignal missing acknowledgment signal for login confirmation,reviewer,2026-06-11T22:36:09.726815
costed_cbr_split_soft_n10_007,CBR,10,reviewer_3_cbr,h:08dfca420042cdaf,M,3.2.2,p. 3,'Meter_On': Missing acknowledgment signal for starting the meter.,meter on missing acknowledgment signal for starting the meter,reviewer,2026-06-11T22:36:09.726815
costed_cbr_split_soft_n10_007,CBR,10,reviewer_4_cbr,h:6b519dcaa70953c3,M,3.3.1,p. 4,'Allocate_car': A corresponding acknowledgment signal is missing.,allocate car a corresponding acknowledgment signal is missing,reviewer,2026-06-11T22:36:16.786498
costed_cbr_split_soft_n10_007,CBR,10,reviewer_4_cbr,h:ee6333fe18efd6db,M,3.3.1,p. 4,'OrderOper': A reject signal is missing for order handling.,orderoper a reject signal is missing for order handling,reviewer,2026-06-11T22:36:16.786498
costed_cbr_split_soft_n10_007,CBR,10,reviewer_4_cbr,h:80970b0e9a9cccc0,M,4.1,p. 9,'Order': The signal is missing a corresponding reject path in the MSC.,order the signal is missing a corresponding reject path in the msc,reviewer,2026-06-11T22:36:16.786498
costed_cbr_split_soft_n10_007,CBR,10,reviewer_5_cbr,h:8f55142858dd4201,M,3.3.2,p. 4,'OrderOper': A corresponding acknowledgment signal is missing for the order submission.,orderoper a corresponding acknowledgment signal is missing for the order submission,reviewer,2026-06-11T22:36:39.013020
costed_cbr_split_soft_n10_007,CBR,10,reviewer_5_cbr,h:396c0ec4985c4275,M,3.3.2,p. 4,'Allocate_car': A corresponding acknowledgment signal is missing for the car allocation.,allocate car a corresponding acknowledgment signal is missing for the car allocation,reviewer,2026-06-11T22:36:39.013020
costed_cbr_split_soft_n10_007,CBR,10,reviewer_5_cbr,h:42b65e12a6fc0c63,M,3.3.2,p. 4,'AlarmReset': A corresponding acknowledgment signal is missing for resetting the alarm.,alarmreset a corresponding acknowledgment signal is missing for resetting the alarm,reviewer,2026-06-11T22:36:39.013020
