run_id,technique,n_reviewers,reviewer_id,defect_id,fault_type,position,page_hint,description_raw,description_norm,source,timestamp
costed_ubr_split_soft_n10_015,UBR,10,reviewer_1_ubr,h:477ab0e330bb81d0,M,3.4.1,p. 5,'Reject_Order': A signal is missing for not confirming orders.,reject order a signal is missing for not confirming orders,reviewer,2026-06-11T21:24:04.166059
costed_ubr_split_soft_n10_015,UBR,10,reviewer_1_ubr,h:8438f663ed62ca32,M,3.4.1,p. 5,'Order': The signal has wrong parameter types in Table 1.,order the signal has wrong parameter types in table 1,reviewer,2026-06-11T21:24:04.166059
costed_ubr_split_soft_n10_015,UBR,10,reviewer_1_ubr,h:e75350f33a4a563a,W,3.4.2,p. 5,'Ack': The signal is incorrectly defined in Table 1.,ack the signal is incorrectly defined in table 1,reviewer,2026-06-11T21:24:04.166059
costed_ubr_split_soft_n10_015,UBR,10,reviewer_1_ubr,h:d7a8b19c0f255f98,M,3.2.1,p. 3,'OrderOper': Missing acknowledgment handling for order submission.,orderoper missing acknowledgment handling for order submission,reviewer,2026-06-11T21:24:04.166059
costed_ubr_split_soft_n10_015,UBR,10,reviewer_2_ubr,h:9c5a6abd822817c9,M,3.2.1,p. 3,'Order': A signal is missing for confirming orders from the taxi to the central.,order a signal is missing for confirming orders from the taxi to the central,reviewer,2026-06-11T21:24:14.786528
costed_ubr_split_soft_n10_015,UBR,10,reviewer_2_ubr,h:b4d0345197dfe26b,M,3.2.1,p. 3,'Reject_Order': A signal is missing for rejecting orders from the central to the taxi.,reject order a signal is missing for rejecting orders from the central to the taxi,reviewer,2026-06-11T21:24:14.786528
costed_ubr_split_soft_n10_015,UBR,10,reviewer_2_ubr,h:8dd1b9590c840931,M,3.4.1,p. 5,'Confirm': A signal is missing for confirming order acceptance from the taxi.,confirm a signal is missing for confirming order acceptance from the taxi,reviewer,2026-06-11T21:24:14.786528
costed_ubr_split_soft_n10_015,UBR,10,reviewer_2_ubr,h:0210fdf8f31c9820,M,3.4.1,p. 5,'Order_Cancel': A signal is missing for canceling orders from the taxi to the central.,order cancel a signal is missing for canceling orders from the taxi to the central,reviewer,2026-06-11T21:24:14.786528
costed_ubr_split_soft_n10_015,UBR,10,reviewer_2_ubr,h:15f0e84b612a30c3,W,Table 1,p. 6,'Order': The signal has wrong parameter types in Table 1.,order the signal has wrong parameter types in table 1,reviewer,2026-06-11T21:24:14.786528
costed_ubr_split_soft_n10_015,UBR,10,reviewer_3_ubr,h:729c69526c94da64,M,3.2.2,p. 3,'Reject_Order': A signal is missing for not confirming orders.,reject order a signal is missing for not confirming orders,reviewer,2026-06-11T21:24:25.617027
costed_ubr_split_soft_n10_015,UBR,10,reviewer_3_ubr,h:13c4d62c3418e30c,M,3.2.2,p. 3,'Order': The signal has wrong parameter types in Table 1.,order the signal has wrong parameter types in table 1,reviewer,2026-06-11T21:24:25.617027
