run_id,technique,n_reviewers,reviewer_id,defect_id,fault_type,position,page_hint,description_raw,description_norm,source,timestamp
costed_cbr_split_soft_n10_012,CBR,10,reviewer_1_cbr,h:17d9f1836d859a2e,M,3.4.1,p. 7,'Reject_Order': A signal is missing for not confirming orders.,reject order a signal is missing for not confirming orders,reviewer,2026-06-11T21:58:50.213757
costed_cbr_split_soft_n10_012,CBR,10,reviewer_1_cbr,h:7eeb0070b4660d67,M,3.2.1,p. 2,'Order': The signal has wrong parameter types in Table 1.,order the signal has wrong parameter types in table 1,reviewer,2026-06-11T21:58:50.213757
costed_cbr_split_soft_n10_012,CBR,10,reviewer_1_cbr,h:f60daf9c7b9ab275,W,3.4.2,p. 5,'Ack': The signal direction is inconsistent with the MSC.,ack the signal direction is inconsistent with the msc,reviewer,2026-06-11T21:58:50.213757
costed_cbr_split_soft_n10_012,CBR,10,reviewer_1_cbr,h:da6b5295969c0d1e,M,3.3.1,p. 9,'OrderOper': Missing acknowledgment signal for order submission.,orderoper missing acknowledgment signal for order submission,reviewer,2026-06-11T21:58:50.213757
costed_cbr_split_soft_n10_012,CBR,10,reviewer_2_cbr,h:5d89eb31e049214f,M,3.2.1,p. 2,'Reject_Order': A signal is missing for not confirming orders.,reject order a signal is missing for not confirming orders,reviewer,2026-06-11T21:59:02.566174
costed_cbr_split_soft_n10_012,CBR,10,reviewer_2_cbr,h:3fded6c3e86dcf63,M,3.2.1,p. 2,'Cancel_Order': A signal is missing for cancelling orders.,cancel order a signal is missing for cancelling orders,reviewer,2026-06-11T21:59:02.566174
costed_cbr_split_soft_n10_012,CBR,10,reviewer_2_cbr,h:f83c27a3962697a7,M,Table 1,p. 6,'Order': The signal has wrong parameter types in Table 1.,order the signal has wrong parameter types in table 1,reviewer,2026-06-11T21:59:02.566174
costed_cbr_split_soft_n10_012,CBR,10,reviewer_2_cbr,h:39e376e47253a87c,W,3.4.1,p. 9,'Order': The signal sequence is incorrect in MSC.,order the signal sequence is incorrect in msc,reviewer,2026-06-11T21:59:02.566174
costed_cbr_split_soft_n10_012,CBR,10,reviewer_2_cbr,h:7ef582b4055532af,W,3.4.2,p. 10,'Start_Voice': The signal direction is inconsistent with Table 1.,start voice the signal direction is inconsistent with table 1,reviewer,2026-06-11T21:59:02.566174
costed_cbr_split_soft_n10_012,CBR,10,reviewer_3_cbr,h:5d89eb31e049214f,M,3.2.1,p. 2,'Reject_Order': A signal is missing for not confirming orders.,reject order a signal is missing for not confirming orders,reviewer,2026-06-11T21:59:17.208662
costed_cbr_split_soft_n10_012,CBR,10,reviewer_3_cbr,h:2dc2c78fe1b16e3f,M,3.2.1,p. 2,'Order': A signal is missing for confirming orders in the user-side signals.,order a signal is missing for confirming orders in the user side signals,reviewer,2026-06-11T21:59:17.208662
costed_cbr_split_soft_n10_012,CBR,10,reviewer_3_cbr,h:54800b7600d62dd9,M,3.2.1,p. 2,'LoginSignal': Missing acknowledgment signal for successful login.,loginsignal missing acknowledgment signal for successful login,reviewer,2026-06-11T21:59:17.208662
costed_cbr_split_soft_n10_012,CBR,10,reviewer_3_cbr,h:42502a7384fcc46f,W,3.2.1,p. 2,'Start_Voice': The parameters are inconsistent with the MSC.,start voice the parameters are inconsistent with the msc,reviewer,2026-06-11T21:59:17.208662
costed_cbr_split_soft_n10_012,CBR,10,reviewer_3_cbr,h:dddd39e9b1240be0,W,3.2.1,p. 2,'Stop_Voice': The signal is incorrectly defined in the API.,stop voice the signal is incorrectly defined in the api,reviewer,2026-06-11T21:59:17.208662
costed_cbr_split_soft_n10_012,CBR,10,reviewer_4_cbr,h:6b519dcaa70953c3,M,3.3.1,p. 4,'Allocate_car': A corresponding acknowledgment signal is missing.,allocate car a corresponding acknowledgment signal is missing,reviewer,2026-06-11T21:59:26.943596
costed_cbr_split_soft_n10_012,CBR,10,reviewer_4_cbr,h:f9012df70a606809,M,3.3.1,p. 4,'OrderOper': A reject signal is missing for the order submission.,orderoper a reject signal is missing for the order submission,reviewer,2026-06-11T21:59:26.943596
costed_cbr_split_soft_n10_012,CBR,10,reviewer_4_cbr,h:0f949739cb30d412,M,4.1,p. 9,'Order': The signal is missing from the MSC for order rejection.,order the signal is missing from the msc for order rejection,reviewer,2026-06-11T21:59:26.943596
costed_cbr_split_soft_n10_012,CBR,10,reviewer_5_cbr,h:33ab9527826b0271,M,3.3.2,p. 4,'Allocate_car': A corresponding reject signal is missing.,allocate car a corresponding reject signal is missing,reviewer,2026-06-11T21:59:50.898841
costed_cbr_split_soft_n10_012,CBR,10,reviewer_5_cbr,h:cff2a7e5e2713d27,M,3.3.2,p. 4,'OrderOper': A corresponding acknowledgment signal is missing.,orderoper a corresponding acknowledgment signal is missing,reviewer,2026-06-11T21:59:50.898841
costed_cbr_split_soft_n10_012,CBR,10,reviewer_5_cbr,h:7fed4b68be0b41ba,M,3.3.2,p. 4,'AlarmReset': Missing acknowledgment signal for alarm reset.,alarmreset missing acknowledgment signal for alarm reset,reviewer,2026-06-11T21:59:50.898841
costed_cbr_split_soft_n10_012,CBR,10,reviewer_5_cbr,h:abd6a9768219cc2e,M,3.3.2,p. 4,'Start_Voice': Missing acknowledgment signal for starting voice communication.,start voice missing acknowledgment signal for starting voice communication,reviewer,2026-06-11T21:59:50.898841
costed_cbr_split_soft_n10_012,CBR,10,reviewer_5_cbr,h:aa7e630aa89ec342,M,3.3.2,p. 4,'Terminate_Voice': Missing acknowledgment signal for terminating voice communication.,terminate voice missing acknowledgment signal for terminating voice communication,reviewer,2026-06-11T21:59:50.898841
costed_cbr_split_soft_n10_012,CBR,10,reviewer_5_cbr,h:4a371e5e2570dc8c,M,3.3.2,p. 4,'Send_Voice': Missing acknowledgment signal for sending voice.,send voice missing acknowledgment signal for sending voice,reviewer,2026-06-11T21:59:50.898841
costed_cbr_split_soft_n10_012,CBR,10,reviewer_5_cbr,h:00f3bb80633844d4,M,3.3.2,p. 4,'Stop_Voice': Missing acknowledgment signal for stopping voice communication.,stop voice missing acknowledgment signal for stopping voice communication,reviewer,2026-06-11T21:59:50.898841
costed_cbr_split_soft_n10_012,CBR,10,reviewer_5_cbr,h:171bd706bfdb38b5,M,3.3.2,p. 4,'Get_Order': Missing acknowledgment signal for getting order.,get order missing acknowledgment signal for getting order,reviewer,2026-06-11T21:59:50.898841
costed_cbr_split_soft_n10_012,CBR,10,reviewer_5_cbr,h:7a0360dc63f4b084,M,3.3.2,p. 4,'Text_Message': Missing acknowledgment signal for sending text message.,text message missing acknowledgment signal for sending text message,reviewer,2026-06-11T21:59:50.898841
costed_cbr_split_soft_n10_012,CBR,10,reviewer_6_cbr,h:88b6904f05a00bcc,M,3.4.1,p. 9,'Reject_Order': A signal is missing for not confirming orders.,reject order a signal is missing for not confirming orders,reviewer,2026-06-11T22:00:03.494657
costed_cbr_split_soft_n10_012,CBR,10,reviewer_6_cbr,h:f6a31bab4442b33b,M,3.4.1,p. 9,'Order': A signal is missing for confirming the order.,order a signal is missing for confirming the order,reviewer,2026-06-11T22:00:03.494657
costed_cbr_split_soft_n10_012,CBR,10,reviewer_6_cbr,h:0c2e708d20c99dd1,W,3.4.1,p. 9,'Order': The signal sequence is incorrect in the MSC.,order the signal sequence is incorrect in the msc,reviewer,2026-06-11T22:00:03.494657
costed_cbr_split_soft_n10_012,CBR,10,reviewer_6_cbr,h:ccebe5165aadb8ad,M,3.4.1,p. 9,'Ack': Missing acknowledgment signal for order acceptance.,ack missing acknowledgment signal for order acceptance,reviewer,2026-06-11T22:00:03.494657
costed_cbr_split_soft_n10_012,CBR,10,reviewer_6_cbr,h:5961cda2e0c84da3,W,3.4.1,p. 9,'Start_Voice': The signal sequence is incorrect in the MSC.,start voice the signal sequence is incorrect in the msc,reviewer,2026-06-11T22:00:03.494657
costed_cbr_split_soft_n10_012,CBR,10,reviewer_7_cbr,h:cf537c3bbdd71e6f,M,3.4.2,p. 5,'Order_Reject': A corresponding acknowledgment signal is missing.,order reject a corresponding acknowledgment signal is missing,reviewer,2026-06-11T22:00:15.073034
costed_cbr_split_soft_n10_012,CBR,10,reviewer_7_cbr,h:63b4f0f360b154fb,W,Table 1,p. 6,'Order': The parameter types in Table 1 do not match the expected structure.,order the parameter types in table 1 do not match the expected structure,reviewer,2026-06-11T22:00:15.073034
costed_cbr_split_soft_n10_012,CBR,10,reviewer_7_cbr,h:1a4ef549c02c6213,W,3.4.1,p. 4,'Confirm_Voice': The signal direction in the MSC does not match Table 1.,confirm voice the signal direction in the msc does not match table 1,reviewer,2026-06-11T22:00:15.073034
costed_cbr_split_soft_n10_012,CBR,10,reviewer_8_cbr,h:033a81d18df1202a,M,4.1,p. 9,'Reject_Order': A signal is missing for not confirming orders.,reject order a signal is missing for not confirming orders,reviewer,2026-06-11T22:00:27.863035
costed_cbr_split_soft_n10_012,CBR,10,reviewer_8_cbr,h:5d49e6cefe9e7075,W,4.1,p. 9,'Order': The signal sequence is incorrect in the MSC.,order the signal sequence is incorrect in the msc,reviewer,2026-06-11T22:00:27.863035
costed_cbr_split_soft_n10_012,CBR,10,reviewer_8_cbr,h:c259a5b534ec0515,W,4.1,p. 9,'Ack': The acknowledgment signal is not positioned correctly in the MSC.,ack the acknowledgment signal is not positioned correctly in the msc,reviewer,2026-06-11T22:00:27.863035
costed_cbr_split_soft_n10_012,CBR,10,reviewer_8_cbr,h:4d5df0759ee79b95,M,4.2,p. 10,'Stop_Voice': A signal is missing for terminating voice communication.,stop voice a signal is missing for terminating voice communication,reviewer,2026-06-11T22:00:27.863035
costed_cbr_split_soft_n10_012,CBR,10,reviewer_8_cbr,h:22b4a6ad813089d2,W,4.2,p. 10,'Voice_msg': The sequence of voice messages is incorrect in the MSC.,voice msg the sequence of voice messages is incorrect in the msc,reviewer,2026-06-11T22:00:27.863035
costed_cbr_split_soft_n10_012,CBR,10,reviewer_9_cbr,h:007df3fee3036a26,M,4.2,p. 10,'Start_Voice': A corresponding reject signal is missing for the voice communication initiation.,start voice a corresponding reject signal is missing for the voice communication initiation,reviewer,2026-06-11T22:00:37.389163
costed_cbr_split_soft_n10_012,CBR,10,reviewer_9_cbr,h:015684ac53b86c40,M,4.2,p. 10,'Voice_Msg': A timeout specification is missing for the voice message transmission.,voice msg a timeout specification is missing for the voice message transmission,reviewer,2026-06-11T22:00:37.389163
costed_cbr_split_soft_n10_012,CBR,10,reviewer_9_cbr,h:b4842ee1d0e0e8eb,W,4.2,p. 10,'Confirm_Voice': The signal sequence is incorrect as it does not follow the expected order.,confirm voice the signal sequence is incorrect as it does not follow the expected order,reviewer,2026-06-11T22:00:37.389163
costed_cbr_split_soft_n10_012,CBR,10,reviewer_10_cbr,h:0d14e115ef1df93d,M,Table 1,p. 7,'Order_Reject': A signal is missing for rejecting orders.,order reject a signal is missing for rejecting orders,reviewer,2026-06-11T22:01:04.011078
costed_cbr_split_soft_n10_012,CBR,10,reviewer_10_cbr,h:ae50bb412f03c2b4,M,Table 1,p. 7,'Ack': A signal is missing for acknowledging orders.,ack a signal is missing for acknowledging orders,reviewer,2026-06-11T22:01:04.011078
costed_cbr_split_soft_n10_012,CBR,10,reviewer_10_cbr,h:0aac8f03167e4bfc,M,Table 1,p. 7,'Order': A signal is missing for the order structure in Table 1.,order a signal is missing for the order structure in table 1,reviewer,2026-06-11T22:01:04.011078
costed_cbr_split_soft_n10_012,CBR,10,reviewer_10_cbr,h:bf53490924921ea8,M,Table 1,p. 7,'Confirm': A signal is missing for confirming orders.,confirm a signal is missing for confirming orders,reviewer,2026-06-11T22:01:04.011078
costed_cbr_split_soft_n10_012,CBR,10,reviewer_10_cbr,h:331a944ec3456efe,M,Table 1,p. 7,'Start_Voice': A signal is missing for starting voice communication.,start voice a signal is missing for starting voice communication,reviewer,2026-06-11T22:01:04.011078
costed_cbr_split_soft_n10_012,CBR,10,reviewer_10_cbr,h:e82871513eeb0d1f,M,Table 1,p. 7,'Terminate_Voice': A signal is missing for terminating voice communication.,terminate voice a signal is missing for terminating voice communication,reviewer,2026-06-11T22:01:04.011078
costed_cbr_split_soft_n10_012,CBR,10,reviewer_10_cbr,h:c38f1b08fc923ec6,M,Table 1,p. 7,'Text_Message': A signal is missing for sending text messages.,text message a signal is missing for sending text messages,reviewer,2026-06-11T22:01:04.011078
costed_cbr_split_soft_n10_012,CBR,10,reviewer_10_cbr,h:b8beaa53aeb48e50,M,Table 1,p. 7,'Voice_msg': A signal is missing for sending voice messages.,voice msg a signal is missing for sending voice messages,reviewer,2026-06-11T22:01:04.011078
