run_id,technique,n_reviewers,reviewer_id,defect_id,fault_type,position,page_hint,description_raw,description_norm,source,timestamp
costed_cbr_split_soft_n10_014,CBR,10,reviewer_1_cbr,h:17d9f1836d859a2e,M,3.4.1,p. 7,'Reject_Order': A signal is missing for not confirming orders.,reject order a signal is missing for not confirming orders,reviewer,2026-06-11T22:04:15.751569
costed_cbr_split_soft_n10_014,CBR,10,reviewer_1_cbr,h:f06f7b0a118316ec,M,3.2,p. 3,'Order': A signal is missing for confirming orders from the central to the taxi.,order a signal is missing for confirming orders from the central to the taxi,reviewer,2026-06-11T22:04:15.751569
costed_cbr_split_soft_n10_014,CBR,10,reviewer_1_cbr,h:843fd84006caf459,W,Table 1,p. 6,'Order': The signal type in Table 1 does not match its usage in MSC.,order the signal type in table 1 does not match its usage in msc,reviewer,2026-06-11T22:04:15.751569
costed_cbr_split_soft_n10_014,CBR,10,reviewer_1_cbr,h:de1886d5196e0d7b,W,3.1,p. 2,'Start_Voice': The parameter types do not match the defined structure.,start voice the parameter types do not match the defined structure,reviewer,2026-06-11T22:04:15.751569
costed_cbr_split_soft_n10_014,CBR,10,reviewer_2_cbr,h:5d89eb31e049214f,M,3.2.1,p. 2,'Reject_Order': A signal is missing for not confirming orders.,reject order a signal is missing for not confirming orders,reviewer,2026-06-11T22:04:27.703715
costed_cbr_split_soft_n10_014,CBR,10,reviewer_2_cbr,h:287d395181d2a387,M,3.2.1,p. 2,'Cancel_Order': A signal is missing for canceling orders.,cancel order a signal is missing for canceling orders,reviewer,2026-06-11T22:04:27.703715
costed_cbr_split_soft_n10_014,CBR,10,reviewer_2_cbr,h:f83c27a3962697a7,M,Table 1,p. 6,'Order': The signal has wrong parameter types in Table 1.,order the signal has wrong parameter types in table 1,reviewer,2026-06-11T22:04:27.703715
costed_cbr_split_soft_n10_014,CBR,10,reviewer_2_cbr,h:54de8491626b3631,W,3.2.1,p. 2,'Order': The parameter types do not match the defined structure.,order the parameter types do not match the defined structure,reviewer,2026-06-11T22:04:27.703715
costed_cbr_split_soft_n10_014,CBR,10,reviewer_3_cbr,h:5d89eb31e049214f,M,3.2.1,p. 2,'Reject_Order': A signal is missing for not confirming orders.,reject order a signal is missing for not confirming orders,reviewer,2026-06-11T22:04:42.990168
costed_cbr_split_soft_n10_014,CBR,10,reviewer_3_cbr,h:d9700e60ae8b7bc9,M,3.2.1,p. 2,'Order': A signal is missing for acknowledging order cancellations.,order a signal is missing for acknowledging order cancellations,reviewer,2026-06-11T22:04:42.990168
costed_cbr_split_soft_n10_014,CBR,10,reviewer_3_cbr,h:c4db59a22f408d89,M,3.2.1,p. 2,'Order': A signal is missing for confirming orders in the taxi module.,order a signal is missing for confirming orders in the taxi module,reviewer,2026-06-11T22:04:42.990168
