run_id,technique,phase,agent_role,reviewer_id,call_id,model,start_time_utc,end_time_utc,duration_seconds,input_tokens,output_tokens,total_tokens,input_cost,output_cost,total_cost,usage_available,error
costed_ubr_split_soft_n10_013,UBR,planning,moderator,,bdb33a602146,gpt-4o-mini,2026-06-11T21:19:47.716421+00:00,2026-06-11T21:19:50.213677+00:00,2.497256,878,176,1054,0.0001317,0.0001056,0.0002373,true,
costed_ubr_split_soft_n10_013,UBR,individual_inspection,reviewer,reviewer_1_ubr,42e75e0dc816,gpt-4o-mini,2026-06-11T21:19:50.220746+00:00,2026-06-11T21:19:55.630969+00:00,5.410223,18557,439,18996,0.00278355,0.0002634,0.00304695,true,
costed_ubr_split_soft_n10_013,UBR,individual_inspection,reviewer,reviewer_1_ubr,cd6ba1d393d0,gpt-4o-mini,2026-06-11T21:19:55.631766+00:00,2026-06-11T21:19:59.417233+00:00,3.785467,1163,297,1460,0.00017445,0.0001782,0.00035265,true,
costed_ubr_split_soft_n10_013,UBR,individual_inspection,reviewer,reviewer_2_ubr,de153292280a,gpt-4o-mini,2026-06-11T21:19:59.423148+00:00,2026-06-11T21:20:05.765670+00:00,6.342522,18566,575,19141,0.0027849,0.000345,0.0031299,true,
costed_ubr_split_soft_n10_013,UBR,individual_inspection,reviewer,reviewer_2_ubr,4754df6fcbd5,gpt-4o-mini,2026-06-11T21:20:05.766429+00:00,2026-06-11T21:20:10.378890+00:00,4.612461,1302,406,1708,0.0001953,0.0002436,0.0004389,true,
costed_ubr_split_soft_n10_013,UBR,individual_inspection,reviewer,reviewer_3_ubr,d000f7ce3498,gpt-4o-mini,2026-06-11T21:20:10.385930+00:00,2026-06-11T21:20:17.029861+00:00,6.643931,18562,555,19117,0.0027843,0.000333,0.0031173,true,
costed_ubr_split_soft_n10_013,UBR,individual_inspection,reviewer,reviewer_3_ubr,466bc711bbaa,gpt-4o-mini,2026-06-11T21:20:17.030563+00:00,2026-06-11T21:20:21.432458+00:00,4.401895,1289,386,1675,0.00019335,0.0002316,0.00042495,true,
costed_ubr_split_soft_n10_013,UBR,individual_inspection,reviewer,reviewer_4_ubr,a0cbb3069d9f,gpt-4o-mini,2026-06-11T21:20:21.438471+00:00,2026-06-11T21:20:27.576734+00:00,6.138263,18558,524,19082,0.0027837,0.0003144,0.0030981,true,
costed_ubr_split_soft_n10_013,UBR,individual_inspection,reviewer,reviewer_4_ubr,d4dffe4278c6,gpt-4o-mini,2026-06-11T21:20:27.577409+00:00,2026-06-11T21:20:31.986424+00:00,4.409015,1254,355,1609,0.0001881,0.000213,0.0004011,true,
costed_ubr_split_soft_n10_013,UBR,individual_inspection,reviewer,reviewer_5_ubr,6fc80f0901c5,gpt-4o-mini,2026-06-11T21:20:31.994343+00:00,2026-06-11T21:20:38.225960+00:00,6.231617,18556,541,19097,0.0027834,0.0003246,0.003108,true,
costed_ubr_split_soft_n10_013,UBR,individual_inspection,reviewer,reviewer_5_ubr,d43c472e3ed4,gpt-4o-mini,2026-06-11T21:20:38.226400+00:00,2026-06-11T21:20:43.449943+00:00,5.223543,1274,370,1644,0.0001911,0.000222,0.0004131,true,
costed_ubr_split_soft_n10_013,UBR,individual_inspection,reviewer,reviewer_6_ubr,16f80043d0d4,gpt-4o-mini,2026-06-11T21:20:43.457909+00:00,2026-06-11T21:20:47.237358+00:00,3.779449,18567,337,18904,0.00278505,0.0002022,0.00298725,true,
costed_ubr_split_soft_n10_013,UBR,individual_inspection,reviewer,reviewer_6_ubr,fc3d7bb9ae39,gpt-4o-mini,2026-06-11T21:20:47.237893+00:00,2026-06-11T21:20:50.596068+00:00,3.358175,1039,220,1259,0.00015585,0.000132,0.00028785,true,
costed_ubr_split_soft_n10_013,UBR,individual_inspection,reviewer,reviewer_7_ubr,78c20f8e8058,gpt-4o-mini,2026-06-11T21:20:50.605826+00:00,2026-06-11T21:20:56.966243+00:00,6.360417,18568,544,19112,0.0027852,0.0003264,0.0031116,true,
costed_ubr_split_soft_n10_013,UBR,individual_inspection,reviewer,reviewer_7_ubr,74690eb8fb25,gpt-4o-mini,2026-06-11T21:20:56.967291+00:00,2026-06-11T21:21:02.482826+00:00,5.515535,1276,374,1650,0.0001914,0.0002244,0.0004158,true,
